,open,high,low,close,volume,vwap,timestamp,transactions,otc,sma25,sma100,sma200,rsi,macd
0,365.0,376.8085,363.54,370.98,10981013.0,371.2818,1535601600000,112108,,423.0904000000004,394.8171999999993,357.300924999999,48.02992895160628,-4.488490154282374
1,370.66,376.0,367.0766,367.68,7943443.0,371.4796,1535688000000,83280,,423.4760000000004,394.0600999999993,356.483924999999,46.98494602773707,-4.9345496899442765
2,366.47,368.88,361.26,363.6,7605161.0,364.9877,1536033600000,84554,,423.9696000000004,393.3672999999993,355.721074999999,42.14236091959655,-5.225417683607986
3,360.0,363.39,335.83,341.18,13092847.0,348.0608,1536120000000,150231,,424.79240000000044,392.7807999999993,354.9794249999991,52.16893624490876,-4.59411948375913
4,347.44,356.0,341.99,346.46,13050156.0,347.4663,1536206400000,129726,,425.1872000000005,391.9600999999993,354.14562499999903,43.45739223978874,-5.821020770733639
5,342.2,355.75,341.25,348.68,9105817.0,350.0823,1536292800000,95186,,427.76400000000046,391.2126999999993,353.425074999999,40.01463287006535,-5.838178111261357
6,352.27,352.5,343.08,348.41,5752184.0,347.047,1536552000000,73267,,430.4244000000004,390.4500999999993,352.7486249999991,37.282492789164614,-5.278285435189332
7,344.67,356.15,343.9001,355.93,6198063.0,353.1424,1536638400000,76620,,432.24520000000035,389.63999999999925,352.15972499999907,36.184234404373974,-4.104047358672858
8,359.08,370.43,356.24,369.95,10480769.0,363.7922,1536724800000,125558,,433.80160000000035,388.8865999999993,351.6041249999991,41.702038267738935,-2.3898155248838293
9,371.91,374.09,366.84,368.15,8366122.0,370.4477,1536811200000,108955,,435.1988000000003,388.01599999999934,351.00547499999914,46.02016030083191,-1.4347077584857288
10,368.55,371.09,363.46,364.56,4756426.0,366.9688,1536897600000,68982,,436.0128000000002,386.9826999999994,350.3716749999992,48.31771326962179,-1.0347744601596105
11,364.22,367.33,349.57,350.35,7064545.0,355.8913,1537156800000,97482,,436.51000000000016,385.6438999999994,349.7258749999991,44.455224813010915,-0.9246810581482805
12,353.67,368.15,351.56,367.65,10413981.0,361.8682,1537243200000,128745,,437.3120000000001,384.4851999999994,349.07267499999915,44.45522481301091,-0.14758466418982152
13,373.95,377.61,359.17,366.96,11876741.0,367.3911,1537329600000,143146,,437.9696000000001,383.31989999999934,348.37662499999914,48.72365163371668,0.8464196010326077
14,370.26,370.26,363.17,365.36,6768086.0,366.194,1537416000000,89660,,438.3240000000002,382.0550999999993,347.67457499999915,48.12326165049525,1.2556916689923128
15,366.59,372.22,360.74,361.19,11930568.0,364.7489,1537502400000,102059,,439.00400000000013,380.86669999999924,346.8708749999992,53.153232196400324,1.8697706841846866
16,359.0,373.64,354.33,369.61,9322522.0,368.5987,1537761600000,121270,,439.1296000000002,379.52159999999924,346.04127499999925,54.53850787421331,1.6692712354421246
17,370.23,371.34,364.492,369.43,6799816.0,368.2518,1537848000000,77100,,439.1188000000002,378.06339999999926,345.04177499999923,50.036171680992396,1.1386079938042144
18,373.59,382.0,370.88,377.88,13646728.0,377.6628,1537934400000,158540,,438.98440000000016,376.68249999999927,344.10927499999923,49.733379247353035,1.3773817036582727
19,379.87,383.2,376.0,380.71,7326246.0,380.0658,1538020800000,92017,,438.93800000000016,375.3000999999993,343.10427499999923,49.11293301806609,1.7232000503642553
20,379.24,380.8,373.73,374.13,7114878.0,376.6626,1538107200000,93200,,438.43320000000017,373.98089999999934,342.11832499999923,53.305010607188294,2.271888921245477
21,375.85,386.11,375.59,381.43,8376560.0,382.4927,1538366400000,101876,,437.5260000000001,372.71259999999927,341.0295749999992,53.471303127746815,2.0309516048612295
22,384.38,386.7999,373.83,377.14,8638717.0,380.2749,1538452800000,104531,,436.92800000000017,371.4075999999993,339.9061749999992,47.76937155448567,1.6582504976964856
23,378.53,380.93,374.881,377.05,5798605.0,378.255,1538539200000,67786,,436.7960000000001,370.2700999999993,338.9271749999992,41.39361620025546,2.5014101682215255
24,375.88,375.92,360.4,363.65,9074350.0,365.5705,1538625600000,120934,,437.24720000000013,369.2901999999993,337.9850749999992,45.258441067256214,4.825131636153856
25,359.77,363.5,343.0,351.35,13522957.0,351.2496,1538712000000,173653,,437.7284000000002,368.1822999999993,337.07182499999925,47.4359699904428,6.753588758698015
26,345.18,352.945,338.11,349.1,12375496.0,345.8871,1538971200000,140775,,437.8988000000001,367.04009999999937,336.11697499999923,47.71994913596285,8.604621831346037
27,348.48,358.72,347.09,355.71,8754990.0,354.3525,1539057600000,98575,,438.5748000000001,365.9776999999993,335.1788249999993,47.339829160382415,10.773836817433505
28,353.52,355.15,325.39,325.89,17181840.0,336.4209,1539144000000,205260,,439.1092000000001,364.9329999999993,334.23652499999923,51.28812070107327,13.474415409604376
29,324.94,334.2,315.81,321.1,16078156.0,324.7101,1539230400000,201919,,439.04160000000013,363.7302999999993,333.2266249999993,74.72139486944201,15.715307861290057
30,339.57,341.3,328.9,339.56,14870830.0,337.1136,1539316800000,172007,,436.8968000000001,362.1908999999994,332.0372249999993,73.95389799946932,14.256878839822832
31,337.63,339.2057,326.93,333.13,11214956.0,333.4326,1539576000000,124265,,434.7056000000001,360.7916999999993,330.88922499999927,65.2673361345673,12.472093014752659
32,337.24,347.95,330.555,346.4,20155578.0,353.0991,1539662400000,235713,,433.07840000000016,359.6661999999993,329.7607749999993,61.32857267737816,12.532645026903083
33,378.33,380.0,356.5,364.7,32610947.0,365.7819,1539748800000,341499,,431.3928000000002,358.72669999999925,328.6715749999993,68.87531900464606,13.25643839474742
34,360.673,362.2,346.05,346.71,18456420.0,351.5963,1539835200000,184549,,429.3492000000003,357.7299999999993,327.5517249999993,65.96926383327471,13.125041007599634
35,351.0,355.8,332.2,332.67,16717233.0,343.0493,1539921600000,162313,,427.7288000000003,356.9036999999992,326.5167249999993,64.080066604446,13.410929564256833
36,333.1,335.8,320.34,329.54,17097175.0,329.0698,1540180800000,160601,,426.13920000000036,356.1011999999992,325.5000249999993,65.39692363307248,13.971741073819146
37,318.0,336.58,316.77,333.16,14907326.0,326.6478,1540267200000,178816,,424.59600000000034,355.26979999999924,324.5057249999993,63.731291775377436,14.331587894041377
38,332.28,333.0,300.73,301.83,19031697.0,313.8665,1540353600000,218429,,422.8812000000003,354.36239999999924,323.5333749999993,64.32061605964975,14.949987466120717
39,307.12,319.94,305.25,312.87,13336421.0,312.2607,1540440000000,152982,,421.0468000000003,353.5989999999993,322.5398249999993,70.05992470019218,15.446490374976634
40,300.51,313.99,292.3,299.83,19616041.0,301.1869,1540526400000,205708,,418.36600000000027,352.8082999999993,321.4872249999993,68.40622607525368,15.136696045916608
41,305.26,307.89,275.4,284.84,21698841.0,289.1889,1540785600000,230071,,415.0684000000003,352.02339999999924,320.4006249999993,68.05726284526736,14.975224796157647
42,275.57,290.525,271.2093,285.81,23685702.0,281.0852,1540872000000,243553,,412.0428000000003,351.2332999999993,319.2888249999993,63.188876514122796,14.648034585793937
43,297.77,311.5,295.05,301.78,20360342.0,304.19,1540958400000,199256,,409.1528000000003,350.6098999999993,318.3302749999993,64.37890038104155,15.264631305136334
44,304.59,318.45,296.67,317.38,15118950.0,309.746,1541044800000,156941,,406.4796000000003,349.98039999999935,317.3489249999993,58.605932368615036,15.666692844295028
45,318.0,321.88,308.33,309.1,13404646.0,314.0673,1541131200000,137528,,404.41080000000034,349.42949999999934,316.40072499999934,58.041803749530985,17.25119040381327
46,311.1,317.53,303.74,315.44,10283044.0,310.523,1541394000000,105997,,402.62480000000033,348.8086999999993,315.4658249999993,63.760739236139365,19.138731792088436
47,314.76,320.22,305.3,310.84,9702024.0,311.8051,1541480400000,98435,,399.2624000000003,348.0995999999993,314.43767499999933,63.11758019285517,20.44684851978377
48,312.9,328.56,311.0,327.5,13328328.0,323.4235,1541566800000,125322,,395.7132000000003,347.4824999999993,313.4558249999993,64.47684365093028,21.97587243739082
49,328.0,332.0499,316.6103,317.92,11023853.0,323.8446,1541653200000,116425,,392.1708000000002,346.88669999999934,312.48377499999935,71.96447431749002,23.40723209313802
50,311.07,312.98,298.01,303.47,13480792.0,304.7442,1541739600000,144546,,388.37840000000017,346.21929999999935,311.42807499999935,71.13233840597923,23.850062314209822
51,300.0,302.49,290.63,294.07,10924827.0,295.9465,1541998800000,126289,,384.8904000000002,345.5379999999994,310.37152499999934,82.12794889560902,24.347346526352965
52,295.0,303.55,289.1,294.4,12232162.0,295.4812,1542085200000,118305,,380.4964000000002,344.6594999999994,309.26802499999934,81.23553937051133,23.272718789468684
53,300.4,301.84,278.2969,286.73,16853574.0,287.2273,1542171600000,165006,,376.1476000000002,343.6758999999994,308.18012499999935,80.16574636445769,22.01160893199858
54,285.51,292.5,282.16,290.06,9967098.0,287.5327,1542258000000,112035,,371.96680000000015,342.47639999999933,307.17137499999933,77.42623618236192,20.60413258399859
55,287.14,291.72,281.0,286.21,9099485.0,286.277,1542344400000,92350,,367.9184000000002,341.4999999999993,306.19957499999936,76.41001116482948,19.705366298602314
56,283.79,285.09,269.15,270.6,12993797.0,273.7455,1542603600000,131905,,363.9488000000002,340.5619999999994,305.22222499999936,73.41350776042216,18.673772002716873
57,254.63,276.34,250.0,266.98,16693809.0,265.5911,1542690000000,195564,,360.3460000000001,339.79649999999936,304.30807499999935,70.25047232817121,18.169827690474392
58,274.42,275.34,261.51,262.13,11023037.0,266.504,1542776400000,119029,,357.0572000000001,339.1000999999994,303.5150249999994,70.0852327931834,18.239777638259795
59,260.11,265.5,256.84,258.82,5168323.0,260.2457,1542949200000,55103,,354.0504000000001,338.37979999999936,302.7444249999994,73.43892506380837,18.112626078694916
60,260.55,266.25,253.8,261.43,12498560.0,260.8835,1543208400000,128228,,351.10600000000005,337.6197999999994,301.9324749999994,72.55812940843217,17.254150799705712
61,259.24,269.08,256.14,266.63,11149501.0,264.9879,1543294800000,109704,,348.1212000000001,336.76679999999936,301.1585749999994,74.54705523422516,16.22003652289095
62,271.98,284.0,263.34,282.65,14801333.0,273.7315,1543381200000,158554,,344.8420000000001,335.8909999999994,300.3884749999994,72.46559054960876,14.393366496514432
63,282.32,290.49,275.5,288.75,15431538.0,284.6307,1543467600000,142892,,341.9348000000001,335.03569999999934,299.6588249999994,71.85693276145456,12.656876877444518
64,288.0,290.81,283.061,286.13,11860117.0,286.3824,1543554000000,100440,,339.37640000000016,334.19999999999936,298.90742499999936,67.70242863293899,10.485475554523418
65,293.19,298.72,284.58,290.3,14117370.0,292.0266,1543813200000,147018,,337.34040000000016,333.3606999999993,298.2335749999994,59.96492210419408,8.99709822156558
66,288.13,295.74,274.72,275.33,12800586.0,284.6779,1543899600000,135003,,335.99440000000016,332.7194999999993,297.5882749999994,64.16527753523954,8.990666087912984
67,268.33,283.22,267.14,282.88,13074324.0,275.36,1544072400000,138210,,334.32520000000017,331.98219999999935,296.9314749999994,60.24943473375025,8.256046657863124
68,282.48,284.209,263.38,265.14,12466711.0,270.5613,1544158800000,136984,,333.43360000000024,331.1910999999993,296.2854249999994,65.51678882004018,8.10042627030333
69,264.19,271.18,260.6094,269.7,9605553.0,266.8329,1544418000000,107966,,332.2220000000002,330.4026999999993,295.6199249999994,67.3470114998386,7.069210048068101
70,274.08,274.5,262.76,265.32,9843199.0,269.0256,1544504400000,101264,,331.1528000000001,329.6987499999993,294.92677499999945,72.06408163773798,5.410905560079527
71,267.66,281.7695,266.48,274.88,11456716.0,276.7116,1544590800000,119415,,330.1488000000001,328.96334999999925,294.1774249999994,57.439587555330334,2.611820114536613
72,277.64,279.32,271.85,276.02,8379292.0,275.2911,1544677200000,82347,,329.7916000000002,328.54334999999924,293.60867499999944,52.90151589577609,2.1911427623775808
73,271.81,277.6665,265.0,266.84,9915319.0,271.7341,1544763600000,95659,,329.97000000000014,328.0877499999993,293.0644249999994,54.770250993665385,2.254625229078272
