Unnamed: 0,open,high,low,close,volume,vwap,timestamp,transactions,otc,sma25,sma100,sma200,rsi,macd
0.0,46.82,46.83,45.925,46.15,5505123.0,46.1675,1535601600000,33822,,62.715600000000016,57.797800000000045,63.65660000000005,55.63700403395411,0.4159262281998082
1.0,45.99,46.035,45.635,45.89,4541549.0,45.8396,1535688000000,26286,,62.683200000000014,57.759100000000046,63.70780000000004,54.857098464662585,0.423012786706785
2.0,45.76,46.2499,45.51,46.13,3657091.0,46.0039,1536033600000,27879,,62.66600000000001,57.709400000000045,63.76280000000004,53.98065543977707,0.4381230808490386
3.0,46.17,46.67,46.03,46.33,3573770.0,46.3935,1536120000000,28380,,62.62320000000002,57.66640000000004,63.82110000000005,50.54146258816543,0.4652911569237119
4.0,46.33,46.52,45.71,45.83,3229761.0,45.9153,1536206400000,23478,,62.591600000000014,57.62850000000004,63.883000000000045,47.79059117787111,0.5481814481037759
5.0,45.95,46.04,45.41,45.72,4028597.0,45.6801,1536292800000,26838,,62.54920000000002,57.58580000000004,63.94195000000005,51.910176842695456,0.6877515077829983
6.0,45.97,45.98,45.455,45.59,3585249.0,45.6744,1536552000000,27028,,62.44600000000001,57.53120000000004,64.00005000000004,54.03856790994531,0.7917445438421851
7.0,45.35,45.46,44.93,45.21,4778343.0,45.1903,1536638400000,34856,,62.31560000000001,57.46290000000005,64.05845000000005,51.53882240851464,0.8813975528654723
8.0,45.08,45.365,44.805,44.91,4570273.0,44.9835,1536724800000,32114,,62.16840000000002,57.40300000000005,64.11530000000005,50.466715987949264,1.025770701795345
9.0,45.12,45.58,45.12,45.52,4508943.0,45.4382,1536811200000,29556,,62.06880000000002,57.32990000000005,64.17270000000003,51.6455416389449,1.2134503107669872
10.0,45.64,46.72,45.64,46.53,4580068.0,46.4126,1536897600000,32602,,61.94240000000003,57.25430000000006,64.21915000000004,63.40374192215839,1.414983916243273
11.0,46.63,46.84,46.07,46.19,4799737.0,46.357,1537156800000,27902,,61.769200000000026,57.17970000000005,64.25555000000004,64.03709934073677,1.477523406633097
12.0,46.3,47.0412,46.14,46.81,4870664.0,46.7718,1537243200000,33073,,61.519600000000025,57.12850000000006,64.29195000000004,64.03709934073677,1.5277098339069042
13.0,46.82,48.12,46.82,47.72,6133409.0,47.8059,1537329600000,40653,,61.27800000000002,57.061800000000055,64.32060000000004,59.74654976953959,1.5695447307704669
14.0,48.18,48.725,48.15,48.42,5889493.0,48.4685,1537416000000,37229,,61.04000000000002,56.983900000000055,64.34760000000004,59.61096119180653,1.700911530319658
15.0,48.58,48.92,48.23,48.79,10282727.0,48.6992,1537502400000,32317,,60.80600000000001,56.93450000000005,64.36455000000005,65.55737102706732,1.8468973503941584
